org_name,Year,Month,Recetpts,Disposals,Pending,Response_rate,,,
Department of Chemicals and Petrochemicals,2019,8,37,34,3,0.918918919,,,
Department of Chemicals and Petrochemicals,2019,9,49,48,1,0.979591837,,,
Department of Chemicals and Petrochemicals,2019,10,58,56,2,0.965517241,,,
Department of Commerce,2016,1,326,173,153,0.530674847,,,
Department of Commerce,2016,2,321,293,28,0.912772586,,,
Department of Commerce,2016,3,303,305,-2,1.00660066,,,
Department of Commerce,2016,4,378,306,72,0.80952381,,,
Department of Commerce,2016,5,279,359,-80,1.286738351,,,
Department of Commerce,2016,6,390,386,4,0.98974359,,,
Department of Commerce,2016,7,295,318,-23,1.077966102,,,
Department of Commerce,2016,8,328,312,16,0.951219512,,,
Department of Commerce,2016,9,289,295,-6,1.020761246,,,
Department of Commerce,2016,10,438,365,73,0.833333333,,,
Department of Commerce,2016,11,391,338,53,0.864450128,,,
Department of Commerce,2016,12,397,334,63,0.841309824,,,
Department of Commerce,2017,1,320,316,4,0.9875,,,
Department of Commerce,2017,2,282,326,-44,1.156028369,,,
Department of Commerce,2017,3,372,436,-64,1.172043011,,,
Department of Commerce,2017,4,287,268,19,0.933797909,,,
Department of Commerce,2017,5,344,386,-42,1.122093023,,,
Department of Commerce,2017,6,389,415,-26,1.066838046,,,
Department of Commerce,2017,7,500,503,-3,1.006,,,
Department of Commerce,2017,8,335,408,-73,1.217910448,,,
Department of Commerce,2017,9,343,345,-2,1.005830904,,,
Department of Commerce,2017,10,304,291,13,0.957236842,,,
Department of Commerce,2017,11,334,288,46,0.862275449,,,
Department of Commerce,2017,12,261,274,-13,1.049808429,,,
Department of Commerce,2018,1,243,295,-52,1.21399177,,,
Department of Commerce,2018,2,214,181,33,0.845794393,,,
Department of Commerce,2018,3,262,226,36,0.86259542,,,
Department of Commerce,2018,4,270,259,11,0.959259259,,,
Department of Commerce,2018,5,351,345,6,0.982905983,,,
Department of Commerce,2018,6,399,202,197,0.506265664,,,
Department of Commerce,2018,7,592,740,-148,1.25,,,
Department of Commerce,2018,8,341,360,-19,1.055718475,,,
Department of Commerce,2018,9,308,253,55,0.821428571,,,
Department of Commerce,2018,10,336,360,-24,1.071428571,,,
Department of Commerce,2018,11,250,254,-4,1.016,,,
Department of Commerce,2018,12,258,264,-6,1.023255814,,,
Department of Commerce,2019,1,343,401,-58,1.16909621,,,
Department of Commerce,2019,2,273,292,-19,1.06959707,,,
Department of Commerce,2019,3,306,293,13,0.95751634,,,
Department of Commerce,2019,4,264,276,-12,1.045454545,,,
Department of Commerce,2019,5,270,299,-29,1.107407407,,,
Department of Commerce,2019,6,345,298,47,0.863768116,,,
Department of Commerce,2019,7,401,360,41,0.897755611,,,
Department of Commerce,2019,8,335,336,-1,1.002985075,,,
Department of Commerce,2019,9,397,377,20,0.949622166,,,
Department of Commerce,2019,10,373,363,10,0.973190349,,,
Department of Commerce,2019,11,19,16,3,0.842105263,,,
Department of Consumer Affairs,2016,1,339,24,315,0.07079646,,,
Department of Consumer Affairs,2016,2,417,431,-14,1.033573141,,,
Department of Consumer Affairs,2016,3,403,458,-55,1.136476427,,,
Department of Consumer Affairs,2016,4,422,299,123,0.708530806,,,
Department of Consumer Affairs,2016,5,435,388,47,0.891954023,,,
Department of Consumer Affairs,2016,6,536,466,70,0.869402985,,,
Department of Consumer Affairs,2016,7,366,261,105,0.713114754,,,
Department of Consumer Affairs,2016,8,428,730,-302,1.705607477,,,
Department of Consumer Affairs,2016,9,522,436,86,0.835249042,,,
Department of Consumer Affairs,2016,10,613,296,317,0.482871126,,,
Department of Consumer Affairs,2016,11,621,674,-53,1.085346216,,,
Department of Consumer Affairs,2016,12,724,539,185,0.744475138,,,
Department of Consumer Affairs,2017,1,840,935,-95,1.113095238,,,
Department of Consumer Affairs,2017,2,620,778,-158,1.25483871,,,
Department of Consumer Affairs,2017,3,773,772,1,0.998706339,,,
Department of Consumer Affairs,2017,4,587,652,-65,1.110732538,,,
Department of Consumer Affairs,2017,5,776,784,-8,1.010309278,,,
Department of Consumer Affairs,2017,6,758,808,-50,1.065963061,,,
Department of Consumer Affairs,2017,7,903,793,110,0.878183832,,,
Department of Consumer Affairs,2017,8,804,823,-19,1.023631841,,,
Department of Consumer Affairs,2017,9,539,691,-152,1.282003711,,,
Department of Consumer Affairs,2017,10,675,558,117,0.826666667,,,
Department of Consumer Affairs,2017,11,769,582,187,0.756827048,,,
Department of Consumer Affairs,2017,12,512,699,-187,1.365234375,,,
Department of Consumer Affairs,2018,1,507,573,-66,1.130177515,,,
Department of Consumer Affairs,2018,2,480,519,-39,1.08125,,,
Department of Consumer Affairs,2018,3,553,435,118,0.786618445,,,
Department of Consumer Affairs,2018,4,562,622,-60,1.106761566,,,
Department of Consumer Affairs,2018,5,854,708,146,0.829039813,,,
Department of Consumer Affairs,2018,6,559,523,36,0.935599284,,,
Department of Consumer Affairs,2018,7,1096,971,125,0.885948905,,,
Department of Consumer Affairs,2018,8,752,723,29,0.96143617,,,
Department of Consumer Affairs,2018,9,720,821,-101,1.140277778,,,
Department of Consumer Affairs,2018,10,751,747,4,0.994673768,,,
Department of Consumer Affairs,2018,11,644,629,15,0.976708075,,,
Department of Consumer Affairs,2018,12,613,871,-258,1.420880914,,,
Department of Consumer Affairs,2019,1,749,876,-127,1.169559413,,,
Department of Consumer Affairs,2019,2,684,718,-34,1.049707602,,,
Department of Consumer Affairs,2019,3,641,547,94,0.853354134,,,
Department of Consumer Affairs,2019,4,678,692,-14,1.020648968,,,
Department of Consumer Affairs,2019,5,908,746,162,0.821585903,,,
Department of Consumer Affairs,2019,6,937,888,49,0.947705443,,,
Department of Consumer Affairs,2019,7,1401,1168,233,0.833690221,,,
Department of Consumer Affairs,2019,8,905,876,29,0.967955801,,,
Department of Consumer Affairs,2019,9,1135,1274,-139,1.12246696,,,
Department of Consumer Affairs,2019,10,1117,1078,39,0.965085049,,,
Department of Consumer Affairs,2019,11,34,29,5,0.852941176,,,
Department of Defence,2016,1,1239,415,824,0.334947538,,,
Department of Defence,2016,2,1240,775,465,0.625,,,
Department of Defence,2016,3,1086,1079,7,0.993554328,,,
Department of Defence,2016,4,1105,877,228,0.793665158,,,
Department of Defence,2016,5,1110,1278,-168,1.151351351,,,
Department of Defence,2016,6,1325,1102,223,0.831698113,,,
Department of Defence,2016,7,1283,1018,265,0.793452845,,,
Department of Defence,2016,8,1565,602,963,0.384664537,,,
Department of Defence,2016,9,1837,1393,444,0.758301579,,,
Department of Defence,2016,10,1735,1580,155,0.910662824,,,
Department of Defence,2016,11,1508,1737,-229,1.151856764,,,
Department of Defence,2016,12,1622,858,764,0.528976572,,,
Department of Defence,2017,1,1301,1530,-229,1.176018447,,,
Department of Defence,2017,2,1008,1003,5,0.995039683,,,
Department of Defence,2017,3,1255,1934,-679,1.541035857,,,
Department of Defence,2017,4,1247,1247,0,1,,,
Department of Defence,2017,5,1522,1677,-155,1.101839685,,,
Department of Defence,2017,6,1183,1193,-10,1.008453085,,,
Department of Defence,2017,7,1308,1747,-439,1.335626911,,,
Department of Defence,2017,8,1249,1093,156,0.87510008,,,
Department of Defence,2017,9,1001,1140,-139,1.138861139,,,
Department of Defence,2017,10,860,794,66,0.923255814,,,
Department of Defence,2017,11,1020,896,124,0.878431373,,,
Department of Defence,2017,12,983,899,84,0.914547304,,,
Department of Defence,2018,1,796,883,-87,1.109296482,,,
Department of Defence,2018,2,849,851,-2,1.002355713,,,
Department of Defence,2018,3,1054,1236,-182,1.172675522,,,
Department of Defence,2018,4,948,897,51,0.946202532,,,
Department of Defence,2018,5,1302,1907,-605,1.464669739,,,
Department of Defence,2018,6,1076,727,349,0.675650558,,,
Department of Defence,2018,7,1439,1239,200,0.861014593,,,
Department of Defence,2018,8,1235,946,289,0.765991903,,,
Department of Defence,2018,9,1272,1327,-55,1.043238994,,,
Department of Defence,2018,10,1640,1461,179,0.890853659,,,
Department of Defence,2018,11,1233,795,438,0.644768856,,,
Department of Defence,2018,12,1536,1143,393,0.744140625,,,
Department of Defence,2019,1,1724,1502,222,0.871229698,,,
Department of Defence,2019,2,1805,2420,-615,1.340720222,,,
Department of Defence,2019,3,1294,935,359,0.722565688,,,
Department of Defence,2019,4,934,1091,-157,1.168094218,,,
Department of Defence,2019,5,853,927,-74,1.086752638,,,
Department of Defence,2019,6,1169,905,264,0.774165954,,,
Department of Defence,2019,7,1309,966,343,0.737967914,,,
Department of Defence,2019,8,1107,2131,-1024,1.925022584,,,
Department of Defence,2019,9,1108,1144,-36,1.032490975,,,
Department of Defence,2019,10,967,1105,-138,1.142709411,,,
Department of Defence,2019,11,27,53,-26,1.962962963,,,
Department of Defence Finance,2016,1,178,111,67,0.623595506,,,
Department of Defence Finance,2016,2,269,139,130,0.516728625,,,
Department of Defence Finance,2016,3,202,109,93,0.53960396,,,
Department of Defence Finance,2016,4,202,151,51,0.747524752,,,
Department of Defence Finance,2016,5,208,104,104,0.5,,,
Department of Defence Finance,2016,6,228,151,77,0.662280702,,,
Department of Defence Finance,2016,7,212,224,-12,1.056603774,,,
Department of Defence Finance,2016,8,206,173,33,0.839805825,,,
Department of Defence Finance,2016,9,340,235,105,0.691176471,,,
Department of Defence Finance,2016,10,338,221,117,0.653846154,,,
Department of Defence Finance,2016,11,314,266,48,0.847133758,,,
Department of Defence Finance,2016,12,259,367,-108,1.416988417,,,
Department of Defence Finance,2017,1,274,383,-109,1.397810219,,,
Department of Defence Finance,2017,2,230,289,-59,1.256521739,,,
Department of Defence Finance,2017,3,275,264,11,0.96,,,
Department of Defence Finance,2017,4,279,300,-21,1.075268817,,,
Department of Defence Finance,2017,5,376,259,117,0.688829787,,,
Department of Defence Finance,2017,6,323,374,-51,1.157894737,,,
Department of Defence Finance,2017,7,423,422,1,0.997635934,,,
Department of Defence Finance,2017,8,583,379,204,0.650085763,,,
Department of Defence Finance,2017,9,552,425,127,0.769927536,,,
Department of Defence Finance,2017,10,503,316,187,0.628230616,,,
Department of Defence Finance,2017,11,452,527,-75,1.165929204,,,
Department of Defence Finance,2017,12,440,938,-498,2.131818182,,,
Department of Defence Finance,2018,1,403,438,-35,1.086848635,,,
Department of Defence Finance,2018,2,368,396,-28,1.076086957,,,
Department of Defence Finance,2018,3,752,331,421,0.440159574,,,
Department of Defence Finance,2018,4,838,515,323,0.614558473,,,
Department of Defence Finance,2018,5,896,1152,-256,1.285714286,,,
Department of Defence Finance,2018,6,464,683,-219,1.471982759,,,
Department of Defence Finance,2018,7,803,714,89,0.889165629,,,
Department of Defence Finance,2018,8,1082,714,368,0.659889094,,,
Department of Defence Finance,2018,9,891,826,65,0.92704826,,,
Department of Defence Finance,2018,10,1201,1120,81,0.932556203,,,
Department of Defence Finance,2018,11,995,997,-2,1.00201005,,,
Department of Defence Finance,2018,12,1314,1337,-23,1.017503805,,,
Department of Defence Finance,2019,1,1845,2005,-160,1.086720867,,,
Department of Defence Finance,2019,2,891,984,-93,1.104377104,,,
Department of Defence Finance,2019,3,760,839,-79,1.103947368,,,
Department of Defence Finance,2019,4,904,898,6,0.993362832,,,
Department of Defence Finance,2019,5,810,977,-167,1.20617284,,,
Department of Defence Finance,2019,6,1105,663,442,0.6,,,
Department of Defence Finance,2019,7,1308,1288,20,0.98470948,,,
Department of Defence Finance,2019,8,1209,1029,180,0.851116625,,,
Department of Defence Finance,2019,9,1018,1028,-10,1.009823183,,,
Department of Defence Finance,2019,10,820,966,-146,1.17804878,,,
Department of Defence Finance,2019,11,16,13,3,0.8125,,,
Department of Defence Production,2016,1,115,33,82,0.286956522,,,
Department of Defence Production,2016,2,169,107,62,0.633136095,,,
Department of Defence Production,2016,3,334,325,9,0.973053892,,,
Department of Defence Production,2016,4,252,165,87,0.654761905,,,
Department of Defence Production,2016,5,195,228,-33,1.169230769,,,
Department of Defence Production,2016,6,230,243,-13,1.056521739,,,
Department of Defence Production,2016,7,168,235,-67,1.398809524,,,
Department of Defence Production,2016,8,125,159,-34,1.272,,,
Department of Defence Production,2016,9,157,127,30,0.808917197,,,
Department of Defence Production,2016,10,228,138,90,0.605263158,,,
Department of Defence Production,2016,11,1011,445,566,0.440158259,,,
Department of Defence Production,2016,12,185,840,-655,4.540540541,,,
Department of Defence Production,2017,1,159,157,2,0.987421384,,,
Department of Defence Production,2017,2,163,139,24,0.852760736,,,
Department of Defence Production,2017,3,239,234,5,0.979079498,,,
Department of Defence Production,2017,4,166,169,-3,1.018072289,,,
Department of Defence Production,2017,5,223,213,10,0.955156951,,,
Department of Defence Production,2017,6,208,201,7,0.966346154,,,
Department of Defence Production,2017,7,220,182,38,0.827272727,,,
Department of Defence Production,2017,8,168,211,-43,1.255952381,,,
Department of Defence Production,2017,9,171,138,33,0.807017544,,,
Department of Defence Production,2017,10,130,106,24,0.815384615,,,
Department of Defence Production,2017,11,188,152,36,0.808510638,,,
Department of Defence Production,2017,12,164,239,-75,1.457317073,,,
Department of Defence Production,2018,1,157,238,-81,1.515923567,,,
